combination,molecule_id,score,final_concentration
clostridium + mycobacterium,polysaccharide_lps,73.5,1.8423267410990654
clostridium + bordetella,polysaccharide_lps,73.5,1.8423267410990654
clostridium + vibrio,polysaccharide_lps,73.5,1.8423267410990654
clostridium + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
clostridium + legionella,polysaccharide_lps,73.5,1.8423267410990654
streptococcus + enterococcus,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + staphylococcus,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + pseudomonas,polysaccharide_lps,73.5,0.6949543424794622
streptococcus + klebsiella,polysaccharide_lps,73.5,0.6919165335278474
streptococcus + faecalibacterium,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + mycobacterium,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + bordetella,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + vibrio,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + helicobacter,polysaccharide_lps,73.5,1.0394143665763025
streptococcus + legionella,polysaccharide_lps,73.5,1.0394143665763025
enterococcus + staphylococcus,polysaccharide_lps,73.5,1.8423267410990654
enterococcus + pseudomonas,polysaccharide_lps,73.5,1.0216907694216941
enterococcus + klebsiella,polysaccharide_lps,73.5,0.9632359701222799
enterococcus + faecalibacterium,polysaccharide_lps,73.5,1.8423267410990654
enterococcus + mycobacterium,polysaccharide_lps,73.5,1.8423267410990654
enterococcus + bordetella,polysaccharide_lps,73.5,1.8423267410990654
enterococcus + vibrio,polysaccharide_lps,73.5,1.8423267410990654
enterococcus + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
enterococcus + legionella,polysaccharide_lps,73.5,1.8423267410990654
staphylococcus + pseudomonas,polysaccharide_lps,73.5,1.0216907694216941
staphylococcus + klebsiella,polysaccharide_lps,73.5,0.9632359701222799
staphylococcus + faecalibacterium,polysaccharide_lps,73.5,1.8423267410990654
staphylococcus + mycobacterium,polysaccharide_lps,73.5,1.8423267410990654
staphylococcus + bordetella,polysaccharide_lps,73.5,1.8423267410990654
staphylococcus + vibrio,polysaccharide_lps,73.5,1.8423267410990654
staphylococcus + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
staphylococcus + legionella,polysaccharide_lps,73.5,1.8423267410990654
pseudomonas + klebsiella,polysaccharide_lps,73.5,0.688186712034458
pseudomonas + faecalibacterium,polysaccharide_lps,73.5,1.0216907694216941
pseudomonas + mycobacterium,polysaccharide_lps,73.5,1.0216907694216941
pseudomonas + bordetella,polysaccharide_lps,73.5,1.0216907694216941
pseudomonas + vibrio,polysaccharide_lps,73.5,1.0216907694216941
pseudomonas + helicobacter,polysaccharide_lps,73.5,1.0216907694216941
pseudomonas + legionella,polysaccharide_lps,73.5,1.0216907694216941
klebsiella + faecalibacterium,polysaccharide_lps,73.5,0.9632359701222799
klebsiella + mycobacterium,polysaccharide_lps,73.5,0.9632359701222799
klebsiella + bordetella,polysaccharide_lps,73.5,0.9632359701222799
klebsiella + vibrio,polysaccharide_lps,73.5,0.9632359701222799
klebsiella + helicobacter,polysaccharide_lps,73.5,0.9632359701222799
klebsiella + legionella,polysaccharide_lps,73.5,0.9632359701222799
faecalibacterium + mycobacterium,polysaccharide_lps,73.5,1.8423267410990654
faecalibacterium + bordetella,polysaccharide_lps,73.5,1.8423267410990654
faecalibacterium + vibrio,polysaccharide_lps,73.5,1.8423267410990654
faecalibacterium + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
faecalibacterium + legionella,polysaccharide_lps,73.5,1.8423267410990654
mycobacterium + bordetella,polysaccharide_lps,73.5,1.8423267410990654
mycobacterium + vibrio,polysaccharide_lps,73.5,1.8423267410990654
mycobacterium + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
mycobacterium + legionella,polysaccharide_lps,73.5,1.8423267410990654
bordetella + vibrio,polysaccharide_lps,73.5,1.8423267410990654
bordetella + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
bordetella + legionella,polysaccharide_lps,73.5,1.8423267410990654
vibrio + helicobacter,polysaccharide_lps,73.5,1.8423267410990654
vibrio + legionella,polysaccharide_lps,73.5,1.8423267410990654
helicobacter + legionella,polysaccharide_lps,73.5,1.8423267410990654
