Protein_ID,Domain_Type,Vaccine_Score,Recommendation,Rationale
NC_017333.1_1411,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1074,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2412,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1776,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2171,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2077,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2659,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1560,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2593,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_533,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2096,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1930,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2601,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_148,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2275,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1412,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_585,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1605,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1212,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2584,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2156,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2033,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1958,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_754,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2337,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2115,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_633,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_285,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017334.1_5,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_927,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2675,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_232,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2292,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1952,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1456,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_577,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2331,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1303,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_989,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_950,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2187,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1883,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_457,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_120,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_99,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_832,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_611,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2467,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_275,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1426,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1048,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1936,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1627,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_89,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1671,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_433,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1156,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_118,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_236,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_242,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1673,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1674,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1002,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2521,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_24,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1120,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_472,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1253,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_844,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2617,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_620,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_687,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1332,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1115,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_919,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2375,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2528,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_945,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2598,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_730,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2037,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2588,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1935,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_41,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_220,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1274,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_240,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2050,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1531,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_694,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2640,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_208,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1202,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1993,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1960,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1592,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1227,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2413,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_606,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_570,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_255,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1251,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_793,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2356,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2519,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1246,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2509,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2230,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1186,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1783,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1852,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2285,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_294,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1323,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2473,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2236,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1177,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1729,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1091,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_933,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_562,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1417,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_601,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2658,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1209,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_602,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_934,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2372,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1032,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1766,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_621,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1241,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_298,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_531,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_385,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1478,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1781,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2622,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_194,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2611,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1875,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2184,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_821,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_946,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_366,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1497,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_584,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1657,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2523,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_79,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1973,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1830,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1336,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_815,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1217,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_959,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_164,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1273,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1717,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1692,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1656,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2052,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_6,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1756,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1431,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_514,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1327,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1168,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_214,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1391,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1195,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1331,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_534,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1897,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1182,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1067,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1240,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1758,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2578,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_423,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2172,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1119,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2264,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1062,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_269,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_707,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2403,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_135,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1039,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2510,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1533,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_271,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_132,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2161,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1955,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1724,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1266,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2404,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_238,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1667,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1124,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_2028,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_537,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1743,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_264,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
NC_017333.1_1491,PKS/NRPS,48.0,medium,Adjuvant similarity: 0.000; Toxin similarity: 0.000; Immunogenicity: 0.300
